,ID_SALES,text,text_clean,Sentiment
886,HD4241A, this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP, this is me and my partners first trip to nyc i bought the tickets at the same time please seat us next to each other conf ilc0hp,neutral
887,HD181A," right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.", right can you use a shuttle ticket from lga to bos for any shuttle flight probably gonna miss the 4pm ,positive
888,HD5012A," you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!", you failed me last week at iah next intl trip on delta small ual flight from lax booked that s it ,negative
889,HD188A, should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs, should use this in their next airline commercial lol ,positive
890,HD3546T, Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?, any way to change from main cabin to main cabin select on same flight without paying a change fee penalty ,negative
891,HS4214A, and  aren't as merged as the marketing departments would have us believe. Maybe @Delta or  can get me home?, and aren t as merged as the marketing departments would have us believe maybe or can get me home ,neutral
892,HD3141A, thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail, thx for checking in never got through via phone on hold over hour how long is too long to wait on hold ugh csfail,negative
893,HD1865A, Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated., thank you the email about rr pts how to gain more wasn t clear so all of mine r gone anything u can do is appreciated ,positive
894,CD923A, are we good?, are we good ,positive
895,HD2659A,", Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again", thanks but i didn t want to see we ve started your flight search over or the fare rules for this itinerary has changed again,negative
896,HC876A,"  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh", if you d love to see more girls get inspired about becoming pilots rt our free albuquerque event ,positive
897,HD951A," if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?", if my flight says delayed with estimated departure listed can i arrive at airport late flightr ,negative
898,HVP2365T, I can't wait for the @nytimes and @WSJ to find out how poorly  handled this situation. #shameful http://t.co/HHOxQPsUbA, i can t wait for the and to find out how poorly handled this situation shameful ,negative
899,HVP4096T, will you hold #475 today for connecting passengers coming from delayed flights?, will you hold 475 today for connecting passengers coming from delayed flights ,negative
900,SG3197A," MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc", mr she s on her way now but thought id detail the extravaganza for you dobetter please ,neutral
901,HD3220A, Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ, both pictures taken at the same time but which is right totallyconfused ,positive
902,HD3287A, Flight delayed 40 minutes in ORD because plane didnÄĀĀt have all the food. That should be fixed in the future. ItÄĀĀs a dumb delay., flight delayed 40 minutes in ord because plane didn t have all the food that should be fixed in the future it s a dumb delay ,negative
903,HS2185A," I'm on vacation, This is the LAST thing I want to be doing. Is anyone even answering the phone?", i m on vacation this is the last thing i want to be doing is anyone even answering the phone ,neutral
904,HD3691A, you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional, you guys continue to impress your crew mco gate 4helped our family with seat issues professional,positive
905,HD2661A, Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1), thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate 1 ,negative
906,HD3003A, I'm sorry for straying and going with  I've learned my lesson. These attendants need some SW happiness!, i m sorry for straying and going with i ve learned my lesson these attendants need some sw happiness ,negative
907,HS2280A, any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother, any chance flight 3745 is being delayed nervous about driving to dfw in this weather to drop off my brother,negative
908,HVP2064T, Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year., does your home airport not count in the badge system my tb account says 2 flights but i ve taken 3 this year ,neutral
909,HS1063A," Need to change flight, but the CS # is telling me it can't take my call. Can't change online. Please help. Flight is this week.", need to change flight but the cs is telling me it can t take my call can t change online please help flight is this week ,neutral
910,HVP3775T, I have never been so grossed out in my life. What a disappointment-yet again-flying with you., i have never been so grossed out in my life what a disappointment yet again flying with you ,negative
911,HIS301T, instead of tweeting your customers apologizing why don't you pick up your phone, instead of tweeting your customers apologizing why don t you pick up your phone,negative
912,HD1076A, had been suffering immensely ever since this merge .. Hopefully I'll never have to fly  ever again .., had been suffering immensely ever since this merge hopefully i ll never have to fly ever again ,positive
913,HD2477A, anything in particular I should ask for.   Will they want me to document my mileage plus status!, anything in particular i should ask for will they want me to document my mileage plus status ,neutral
914,HN503A, - STL-BOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice, stl bos flight today was cancelled flightled online resched form gives an error on hold for past 90 min help terribleservice,negative
915,HD3107T, I would love to go to the #DestinationDragons @ImagineDragons show tomorrow in Utah at @VelourLive! I've been trying so hard., i would love to go to the destinationdragons show tomorrow in utah at i ve been trying so hard ,positive
